"cell_id","distribution","truth","n_group1","n_group2","n_total","missing_rate","df","method","n","rejected","rejection_rate","ci_lower","ci_upper"
17,"normal","null",100,70,170,0.15,5,"score_sandwich",100,5,0.05,0.021543679154368,0.111750469231919
17,"normal","null",100,70,170,0.15,5,"score_sb",100,3,0.03,0.0102545240240389,0.0845193642905274
17,"normal","null",100,70,170,0.15,5,"score_ss",100,3,0.03,0.0102545240240389,0.0845193642905274
18,"pl","null",100,70,170,0.15,5,"flip_basic",99,0,0,0,0.0373532120678272
18,"pl","null",100,70,170,0.15,5,"flip_effective",99,17,0.171717171717172,0.110066609781369,0.257892569859124
18,"pl","null",100,70,170,0.15,5,"flip_standardized",99,16,0.161616161616162,0.101999483490987,0.24651228629229
18,"pl","null",100,70,170,0.15,5,"nested_all_ml",98,23,0.23469387755102,0.161784789518732,0.327617654219303
18,"pl","null",100,70,170,0.15,5,"nested_mv_ml",98,23,0.23469387755102,0.161784789518732,0.327617654219303
18,"pl","null",100,70,170,0.15,5,"nested_peba4_ml",98,25,0.255102040816327,0.179174614021095,0.349504564814013
18,"pl","null",100,70,170,0.15,5,"nested_sb_ml",98,26,0.26530612244898,0.187957241731227,0.360360304652419
18,"pl","null",100,70,170,0.15,5,"nested_ss_ml",98,23,0.23469387755102,0.161784789518732,0.327617654219303
18,"pl","null",100,70,170,0.15,5,"nested_std_ml",98,87,0.887755102040816,0.810100666303269,0.936157300541143
18,"pl","null",100,70,170,0.15,5,"score_all",99,4,0.0404040404040404,0.0158226389941476,0.0993202125025421
18,"pl","null",100,70,170,0.15,5,"score_chisq",99,84,0.848484848484849,0.764958892515785,0.905976747558153
18,"pl","null",100,70,170,0.15,5,"score_mv",99,4,0.0404040404040404,0.0158226389941476,0.0993202125025421
18,"pl","null",100,70,170,0.15,5,"score_peba4",99,6,0.0606060606060606,0.0280697974462215,0.125967873764899
18,"pl","null",100,70,170,0.15,5,"score_sandwich",99,5,0.0505050505050505,0.0217632344914169,0.112827026862488
18,"pl","null",100,70,170,0.15,5,"score_sb",99,9,0.0909090909090909,0.0485657628815133,0.163814137901254
18,"pl","null",100,70,170,0.15,5,"score_ss",99,4,0.0404040404040404,0.0158226389941476,0.0993202125025421
19,"normal","power",100,70,170,0.15,5,"flip_basic",100,15,0.15,0.0930598528365664,0.232835595908323
19,"normal","power",100,70,170,0.15,5,"flip_effective",100,34,0.34,0.254615207973482,0.437222711452754
19,"normal","power",100,70,170,0.15,5,"flip_standardized",100,34,0.34,0.254615207973482,0.437222711452754
19,"normal","power",100,70,170,0.15,5,"nested_all_ml",100,32,0.32,0.236691473249991,0.416626186104524
19,"normal","power",100,70,170,0.15,5,"nested_mv_ml",100,32,0.32,0.236691473249991,0.416626186104524
19,"normal","power",100,70,170,0.15,5,"nested_peba4_ml",100,33,0.33,0.245631227341281,0.426946562049095
19,"normal","power",100,70,170,0.15,5,"nested_sb_ml",100,33,0.33,0.245631227341281,0.426946562049095
19,"normal","power",100,70,170,0.15,5,"nested_ss_ml",100,32,0.32,0.236691473249991,0.416626186104524
19,"normal","power",100,70,170,0.15,5,"nested_std_ml",100,35,0.35,0.263642482430975,0.44745556703112
19,"normal","power",100,70,170,0.15,5,"score_all",100,31,0.31,0.227796972123761,0.406260557194894
19,"normal","power",100,70,170,0.15,5,"score_chisq",100,33,0.33,0.245631227341281,0.426946562049095
19,"normal","power",100,70,170,0.15,5,"score_mv",100,31,0.31,0.227796972123761,0.406260557194894
19,"normal","power",100,70,170,0.15,5,"score_peba4",100,35,0.35,0.263642482430975,0.44745556703112
19,"normal","power",100,70,170,0.15,5,"score_sandwich",100,23,0.23,0.158432658803035,0.321543830228738
19,"normal","power",100,70,170,0.15,5,"score_sb",100,36,0.36,0.272712204014043,0.457645975483912
19,"normal","power",100,70,170,0.15,5,"score_ss",100,32,0.32,0.236691473249991,0.416626186104524
20,"pl","power",100,70,170,0.15,5,"flip_basic",100,2,0.02,0.00550196755016236,0.0700117907285438
20,"pl","power",100,70,170,0.15,5,"flip_effective",100,11,0.11,0.0625419635706458,0.186312965030803
20,"pl","power",100,70,170,0.15,5,"flip_standardized",100,11,0.11,0.0625419635706458,0.186312965030803
20,"pl","power",100,70,170,0.15,5,"nested_all_ml",99,20,0.202020202020202,0.134757298041357,0.291544111170782
20,"pl","power",100,70,170,0.15,5,"nested_mv_ml",99,20,0.202020202020202,0.134757298041357,0.291544111170782
20,"pl","power",100,70,170,0.15,5,"nested_peba4_ml",99,22,0.222222222222222,0.151581018319504,0.313615210607067
20,"pl","power",100,70,170,0.15,5,"nested_sb_ml",99,23,0.232323232323232,0.160091135991762,0.324552502792024
20,"pl","power",100,70,170,0.15,5,"nested_ss_ml",99,21,0.212121212121212,0.143135354897944,0.302613464171411
20,"pl","power",100,70,170,0.15,5,"nested_std_ml",99,91,0.919191919191919,0.84858191157736,0.958485597497088
20,"pl","power",100,70,170,0.15,5,"score_all",100,5,0.05,0.021543679154368,0.111750469231919
20,"pl","power",100,70,170,0.15,5,"score_chisq",100,90,0.9,0.825634338495087,0.944770862939325
20,"pl","power",100,70,170,0.15,5,"score_mv",100,5,0.05,0.021543679154368,0.111750469231919
20,"pl","power",100,70,170,0.15,5,"score_peba4",100,8,0.08,0.0410934614843807,0.149981077009487
20,"pl","power",100,70,170,0.15,5,"score_sandwich",100,8,0.08,0.0410934614843807,0.149981077009487
20,"pl","power",100,70,170,0.15,5,"score_sb",100,8,0.08,0.0410934614843807,0.149981077009487
20,"pl","power",100,70,170,0.15,5,"score_ss",100,5,0.05,0.021543679154368,0.111750469231919
21,"normal","null",200,140,340,0.15,5,"flip_basic",100,3,0.03,0.0102545240240389,0.0845193642905274
21,"normal","null",200,140,340,0.15,5,"flip_effective",100,5,0.05,0.021543679154368,0.111750469231919
21,"normal","null",200,140,340,0.15,5,"flip_standardized",100,5,0.05,0.021543679154368,0.111750469231919
21,"normal","null",200,140,340,0.15,5,"nested_all_ml",100,4,0.04,0.0156633039915476,0.098370714358879
21,"normal","null",200,140,340,0.15,5,"nested_mv_ml",100,4,0.04,0.0156633039915476,0.098370714358879
21,"normal","null",200,140,340,0.15,5,"nested_peba4_ml",100,4,0.04,0.0156633039915476,0.098370714358879
21,"normal","null",200,140,340,0.15,5,"nested_sb_ml",100,4,0.04,0.0156633039915476,0.098370714358879
21,"normal","null",200,140,340,0.15,5,"nested_ss_ml",100,4,0.04,0.0156633039915476,0.098370714358879
21,"normal","null",200,140,340,0.15,5,"nested_std_ml",100,4,0.04,0.0156633039915476,0.098370714358879
21,"normal","null",200,140,340,0.15,5,"score_all",100,4,0.04,0.0156633039915476,0.098370714358879
21,"normal","null",200,140,340,0.15,5,"score_chisq",100,4,0.04,0.0156633039915476,0.098370714358879
21,"normal","null",200,140,340,0.15,5,"score_mv",100,4,0.04,0.0156633039915476,0.098370714358879
21,"normal","null",200,140,340,0.15,5,"score_peba4",100,4,0.04,0.0156633039915476,0.098370714358879
21,"normal","null",200,140,340,0.15,5,"score_sandwich",100,5,0.05,0.021543679154368,0.111750469231919
21,"normal","null",200,140,340,0.15,5,"score_sb",100,4,0.04,0.0156633039915476,0.098370714358879
21,"normal","null",200,140,340,0.15,5,"score_ss",100,4,0.04,0.0156633039915476,0.098370714358879
22,"pl","null",200,140,340,0.15,5,"flip_basic",100,0,0,0,0.0369934982069855
22,"pl","null",200,140,340,0.15,5,"flip_effective",100,9,0.09,0.0480725400025652,0.162262128527163
22,"pl","null",200,140,340,0.15,5,"flip_standardized",100,8,0.08,0.0410934614843807,0.149981077009487
22,"pl","null",200,140,340,0.15,5,"nested_all_ml",100,14,0.14,0.0852634365993914,0.221371882109638
22,"pl","null",200,140,340,0.15,5,"nested_mv_ml",100,14,0.14,0.0852634365993914,0.221371882109638
22,"pl","null",200,140,340,0.15,5,"nested_peba4_ml",100,14,0.14,0.0852634365993914,0.221371882109638
22,"pl","null",200,140,340,0.15,5,"nested_sb_ml",100,14,0.14,0.0852634365993914,0.221371882109638
22,"pl","null",200,140,340,0.15,5,"nested_ss_ml",100,14,0.14,0.0852634365993914,0.221371882109638
22,"pl","null",200,140,340,0.15,5,"nested_std_ml",100,89,0.89,0.813687034969197,0.937458036429354
22,"pl","null",200,140,340,0.15,5,"score_all",100,4,0.04,0.0156633039915476,0.098370714358879
22,"pl","null",200,140,340,0.15,5,"score_chisq",100,89,0.89,0.813687034969197,0.937458036429354
22,"pl","null",200,140,340,0.15,5,"score_mv",100,4,0.04,0.0156633039915476,0.098370714358879
22,"pl","null",200,140,340,0.15,5,"score_peba4",100,5,0.05,0.021543679154368,0.111750469231919
22,"pl","null",200,140,340,0.15,5,"score_sandwich",100,6,0.06,0.0277861239631882,0.124768154458959
22,"pl","null",200,140,340,0.15,5,"score_sb",100,7,0.07,0.0343192610672727,0.137495147390735
22,"pl","null",200,140,340,0.15,5,"score_ss",100,4,0.04,0.0156633039915476,0.098370714358879
23,"normal","power",200,140,340,0.15,5,"flip_basic",100,48,0.48,0.384645517580519,0.57683422234776
23,"normal","power",200,140,340,0.15,5,"flip_effective",100,63,0.63,0.532205295809429,0.718176394656755
23,"normal","power",200,140,340,0.15,5,"flip_standardized",100,63,0.63,0.532205295809429,0.718176394656755
23,"normal","power",200,140,340,0.15,5,"nested_all_ml",100,66,0.66,0.562777288547246,0.745384792026518
23,"normal","power",200,140,340,0.15,5,"nested_mv_ml",100,66,0.66,0.562777288547246,0.745384792026518
23,"normal","power",200,140,340,0.15,5,"nested_peba4_ml",100,67,0.67,0.573053437950905,0.754368772658719
23,"normal","power",200,140,340,0.15,5,"nested_sb_ml",100,68,0.68,0.583373813895476,0.763308526750009
23,"normal","power",200,140,340,0.15,5,"nested_ss_ml",100,66,0.66,0.562777288547246,0.745384792026518
23,"normal","power",200,140,340,0.15,5,"nested_std_ml",100,68,0.68,0.583373813895476,0.763308526750009
23,"normal","power",200,140,340,0.15,5,"score_all",100,66,0.66,0.562777288547246,0.745384792026518
23,"normal","power",200,140,340,0.15,5,"score_chisq",100,66,0.66,0.562777288547246,0.745384792026518
23,"normal","power",200,140,340,0.15,5,"score_mv",100,66,0.66,0.562777288547246,0.745384792026518
23,"normal","power",200,140,340,0.15,5,"score_peba4",100,66,0.66,0.562777288547246,0.745384792026518
23,"normal","power",200,140,340,0.15,5,"score_sandwich",100,67,0.67,0.573053437950905,0.754368772658719
23,"normal","power",200,140,340,0.15,5,"score_sb",100,66,0.66,0.562777288547246,0.745384792026518
23,"normal","power",200,140,340,0.15,5,"score_ss",100,66,0.66,0.562777288547246,0.745384792026518
24,"pl","power",200,140,340,0.15,5,"flip_basic",99,2,0.0202020202020202,0.00555772011075781,0.0706903116715007
24,"pl","power",200,140,340,0.15,5,"flip_effective",99,13,0.131313131313131,0.078372412413767,0.211797127797863
24,"pl","power",200,140,340,0.15,5,"flip_standardized",99,13,0.131313131313131,0.078372412413767,0.211797127797863
24,"pl","power",200,140,340,0.15,5,"nested_all_ml",99,18,0.181818181818182,0.118218646741765,0.269187942755943
24,"pl","power",200,140,340,0.15,5,"nested_mv_ml",99,18,0.181818181818182,0.118218646741765,0.269187942755943
24,"pl","power",200,140,340,0.15,5,"nested_peba4_ml",99,22,0.222222222222222,0.151581018319504,0.313615210607067
24,"pl","power",200,140,340,0.15,5,"nested_sb_ml",99,22,0.222222222222222,0.151581018319504,0.313615210607067
24,"pl","power",200,140,340,0.15,5,"nested_ss_ml",99,18,0.181818181818182,0.118218646741765,0.269187942755943
24,"pl","power",200,140,340,0.15,5,"nested_std_ml",99,96,0.96969696969697,0.91466319793898,0.989641360421546
24,"pl","power",200,140,340,0.15,5,"score_all",99,7,0.0707070707070707,0.0346702302832347,0.138814850785102
24,"pl","power",200,140,340,0.15,5,"score_chisq",99,96,0.96969696969697,0.91466319793898,0.989641360421546
24,"pl","power",200,140,340,0.15,5,"score_mv",99,7,0.0707070707070707,0.0346702302832347,0.138814850785102
24,"pl","power",200,140,340,0.15,5,"score_peba4",99,10,0.101010101010101,0.055796675028805,0.176030635611178
24,"pl","power",200,140,340,0.15,5,"score_sandwich",99,6,0.0606060606060606,0.0280697974462215,0.125967873764899
24,"pl","power",200,140,340,0.15,5,"score_sb",99,10,0.101010101010101,0.055796675028805,0.176030635611178
24,"pl","power",200,140,340,0.15,5,"score_ss",99,7,0.0707070707070707,0.0346702302832347,0.138814850785102
25,"normal","null",50,35,85,0.3,5,"flip_basic",99,0,0,0,0.0373532120678272
25,"normal","null",50,35,85,0.3,5,"flip_effective",99,5,0.0505050505050505,0.0217632344914169,0.112827026862488
25,"normal","null",50,35,85,0.3,5,"flip_standardized",99,5,0.0505050505050505,0.0217632344914169,0.112827026862488
25,"normal","null",50,35,85,0.3,5,"nested_all_ml",94,2,0.0212765957446809,0.00585433623917278,0.0742902048910295
25,"normal","null",50,35,85,0.3,5,"nested_mv_ml",94,2,0.0212765957446809,0.00585433623917278,0.0742902048910295
25,"normal","null",50,35,85,0.3,5,"nested_peba4_ml",94,2,0.0212765957446809,0.00585433623917278,0.0742902048910295
25,"normal","null",50,35,85,0.3,5,"nested_sb_ml",94,3,0.0319148936170213,0.0109126274683077,0.0896731460812234
25,"normal","null",50,35,85,0.3,5,"nested_ss_ml",94,2,0.0212765957446809,0.00585433623917278,0.0742902048910295
25,"normal","null",50,35,85,0.3,5,"nested_std_ml",94,6,0.0638297872340425,0.0295797352975741,0.132329735509944
25,"normal","null",50,35,85,0.3,5,"score_all",99,4,0.0404040404040404,0.0158226389941476,0.0993202125025421
25,"normal","null",50,35,85,0.3,5,"score_chisq",99,5,0.0505050505050505,0.0217632344914169,0.112827026862488
25,"normal","null",50,35,85,0.3,5,"score_mv",99,4,0.0404040404040404,0.0158226389941476,0.0993202125025421
25,"normal","null",50,35,85,0.3,5,"score_peba4",99,5,0.0505050505050505,0.0217632344914169,0.112827026862488
25,"normal","null",50,35,85,0.3,5,"score_sandwich",99,3,0.0303030303030303,0.0103586395784541,0.08533680206102
25,"normal","null",50,35,85,0.3,5,"score_sb",99,5,0.0505050505050505,0.0217632344914169,0.112827026862488
25,"normal","null",50,35,85,0.3,5,"score_ss",99,4,0.0404040404040404,0.0158226389941476,0.0993202125025421
26,"pl","null",50,35,85,0.3,5,"flip_basic",94,0,0,0,0.0392620762915446
26,"pl","null",50,35,85,0.3,5,"flip_effective",94,4,0.0425531914893617,0.0166705481500427,0.104356457818817
26,"pl","null",50,35,85,0.3,5,"flip_standardized",94,4,0.0425531914893617,0.0166705481500427,0.104356457818817
26,"pl","null",50,35,85,0.3,5,"nested_all_ml",83,6,0.072289156626506,0.0335502955229928,0.148867860917732
26,"pl","null",50,35,85,0.3,5,"nested_mv_ml",83,6,0.072289156626506,0.0335502955229928,0.148867860917732
26,"pl","null",50,35,85,0.3,5,"nested_peba4_ml",83,7,0.0843373493975904,0.04145333632102,0.163995294586163
26,"pl","null",50,35,85,0.3,5,"nested_sb_ml",83,7,0.0843373493975904,0.04145333632102,0.163995294586163
26,"pl","null",50,35,85,0.3,5,"nested_ss_ml",83,6,0.072289156626506,0.0335502955229928,0.148867860917732
26,"pl","null",50,35,85,0.3,5,"nested_std_ml",83,72,0.867469879518072,0.778072536154582,0.924356935072401
26,"pl","null",50,35,85,0.3,5,"score_all",94,1,0.0106382978723404,0.00188039574808794,0.0578229129627855
26,"pl","null",50,35,85,0.3,5,"score_chisq",94,65,0.691489361702128,0.592143129006893,0.775799054541026
26,"pl","null",50,35,85,0.3,5,"score_mv",94,1,0.0106382978723404,0.00188039574808794,0.0578229129627855
26,"pl","null",50,35,85,0.3,5,"score_peba4",94,2,0.0212765957446809,0.00585433623917278,0.0742902048910295
26,"pl","null",50,35,85,0.3,5,"score_sandwich",94,1,0.0106382978723404,0.00188039574808794,0.0578229129627855
26,"pl","null",50,35,85,0.3,5,"score_sb",94,2,0.0212765957446809,0.00585433623917278,0.0742902048910295
26,"pl","null",50,35,85,0.3,5,"score_ss",94,2,0.0212765957446809,0.00585433623917278,0.0742902048910295
27,"normal","power",50,35,85,0.3,5,"flip_basic",100,7,0.07,0.0343192610672727,0.137495147390735
27,"normal","power",50,35,85,0.3,5,"flip_effective",100,24,0.24,0.166913255569488,0.332323363498145
27,"normal","power",50,35,85,0.3,5,"flip_standardized",100,23,0.23,0.158432658803035,0.321543830228738
27,"normal","power",50,35,85,0.3,5,"nested_all_ml",98,13,0.13265306122449,0.0791898667921763,0.213828901460487
27,"normal","power",50,35,85,0.3,5,"nested_mv_ml",98,13,0.13265306122449,0.0791898667921763,0.213828901460487
27,"normal","power",50,35,85,0.3,5,"nested_peba4_ml",98,16,0.163265306122449,0.103068035218035,0.248865835680239
27,"normal","power",50,35,85,0.3,5,"nested_sb_ml",98,16,0.163265306122449,0.103068035218035,0.248865835680239
27,"normal","power",50,35,85,0.3,5,"nested_ss_ml",98,14,0.142857142857143,0.0870447054699055,0.225612430331295
27,"normal","power",50,35,85,0.3,5,"nested_std_ml",98,24,0.244897959183673,0.17044970160915,0.338591109677422
27,"normal","power",50,35,85,0.3,5,"score_all",100,21,0.21,0.141656540619153,0.299799688340898
27,"normal","power",50,35,85,0.3,5,"score_chisq",100,23,0.23,0.158432658803035,0.321543830228738
27,"normal","power",50,35,85,0.3,5,"score_mv",100,21,0.21,0.141656540619153,0.299799688340898
27,"normal","power",50,35,85,0.3,5,"score_peba4",100,23,0.23,0.158432658803035,0.321543830228738
27,"normal","power",50,35,85,0.3,5,"score_sandwich",100,19,0.19,0.125147515097687,0.277788453790644
27,"normal","power",50,35,85,0.3,5,"score_sb",100,23,0.23,0.158432658803035,0.321543830228738
27,"normal","power",50,35,85,0.3,5,"score_ss",100,21,0.21,0.141656540619153,0.299799688340898
28,"pl","power",50,35,85,0.3,5,"flip_basic",92,0,0,0,0.0400813892856216
28,"pl","power",50,35,85,0.3,5,"flip_effective",92,10,0.108695652173913,0.0601215235695318,0.188637824567042
28,"pl","power",50,35,85,0.3,5,"flip_standardized",92,10,0.108695652173913,0.0601215235695318,0.188637824567042
28,"pl","power",50,35,85,0.3,5,"nested_all_ml",86,3,0.0348837209302326,0.0119337980774084,0.0976087110256075
28,"pl","power",50,35,85,0.3,5,"nested_mv_ml",86,3,0.0348837209302326,0.0119337980774084,0.0976087110256075
28,"pl","power",50,35,85,0.3,5,"nested_peba4_ml",86,4,0.0465116279069767,0.0182339682383209,0.11356997813712
28,"pl","power",50,35,85,0.3,5,"nested_sb_ml",86,8,0.0930232558139535,0.0478922842152706,0.172957411249868
28,"pl","power",50,35,85,0.3,5,"nested_ss_ml",86,3,0.0348837209302326,0.0119337980774084,0.0976087110256075
28,"pl","power",50,35,85,0.3,5,"nested_std_ml",86,79,0.918604651162791,0.841398173346068,0.960013568461218
28,"pl","power",50,35,85,0.3,5,"score_all",92,2,0.0217391304347826,0.0059820412288537,0.0758349398269582
28,"pl","power",50,35,85,0.3,5,"score_chisq",92,76,0.826086956521739,0.736015573177873,0.890018303374983
28,"pl","power",50,35,85,0.3,5,"score_mv",92,2,0.0217391304347826,0.0059820412288537,0.0758349398269582
28,"pl","power",50,35,85,0.3,5,"score_peba4",92,4,0.0434782608695652,0.0170357162730137,0.106516856552989
28,"pl","power",50,35,85,0.3,5,"score_sandwich",92,3,0.0326086956521739,0.0111511774109716,0.0915335995299356
28,"pl","power",50,35,85,0.3,5,"score_sb",92,9,0.0978260869565217,0.0523237570896117,0.175567795161867
28,"pl","power",50,35,85,0.3,5,"score_ss",92,2,0.0217391304347826,0.0059820412288537,0.0758349398269582
29,"normal","null",100,70,170,0.3,5,"flip_basic",100,1,0.01,0.00176743206414065,0.0544861961787052
29,"normal","null",100,70,170,0.3,5,"flip_effective",100,3,0.03,0.0102545240240389,0.0845193642905274
29,"normal","null",100,70,170,0.3,5,"flip_standardized",100,3,0.03,0.0102545240240389,0.0845193642905274
29,"normal","null",100,70,170,0.3,5,"nested_all_ml",100,4,0.04,0.0156633039915476,0.098370714358879
29,"normal","null",100,70,170,0.3,5,"nested_mv_ml",100,4,0.04,0.0156633039915476,0.098370714358879
29,"normal","null",100,70,170,0.3,5,"nested_peba4_ml",100,4,0.04,0.0156633039915476,0.098370714358879
29,"normal","null",100,70,170,0.3,5,"nested_sb_ml",100,4,0.04,0.0156633039915476,0.098370714358879
29,"normal","null",100,70,170,0.3,5,"nested_ss_ml",100,4,0.04,0.0156633039915476,0.098370714358879
29,"normal","null",100,70,170,0.3,5,"nested_std_ml",100,5,0.05,0.021543679154368,0.111750469231919
29,"normal","null",100,70,170,0.3,5,"score_all",100,1,0.01,0.00176743206414065,0.0544861961787052
29,"normal","null",100,70,170,0.3,5,"score_chisq",100,3,0.03,0.0102545240240389,0.0845193642905274
29,"normal","null",100,70,170,0.3,5,"score_mv",100,1,0.01,0.00176743206414065,0.0544861961787052
29,"normal","null",100,70,170,0.3,5,"score_peba4",100,2,0.02,0.00550196755016236,0.0700117907285438
29,"normal","null",100,70,170,0.3,5,"score_sandwich",100,2,0.02,0.00550196755016236,0.0700117907285438
29,"normal","null",100,70,170,0.3,5,"score_sb",100,2,0.02,0.00550196755016236,0.0700117907285438
29,"normal","null",100,70,170,0.3,5,"score_ss",100,1,0.01,0.00176743206414065,0.0544861961787052
30,"pl","null",100,70,170,0.3,5,"flip_basic",97,0,0,0,0.0380940425259475
30,"pl","null",100,70,170,0.3,5,"flip_effective",97,11,0.11340206185567,0.0645135810293564,0.191744699274211
30,"pl","null",100,70,170,0.3,5,"flip_standardized",97,11,0.11340206185567,0.0645135810293564,0.191744699274211
30,"pl","null",100,70,170,0.3,5,"nested_all_ml",96,12,0.125,0.0729720095992428,0.205884681294014
30,"pl","null",100,70,170,0.3,5,"nested_mv_ml",96,12,0.125,0.0729720095992428,0.205884681294014
30,"pl","null",100,70,170,0.3,5,"nested_peba4_ml",96,15,0.15625,0.0970370999068659,0.241914866745286
30,"pl","null",100,70,170,0.3,5,"nested_sb_ml",96,17,0.177083333333333,0.113605078656668,0.265410405168081
30,"pl","null",100,70,170,0.3,5,"nested_ss_ml",96,12,0.125,0.0729720095992428,0.205884681294014
30,"pl","null",100,70,170,0.3,5,"nested_std_ml",96,87,0.90625,0.831346693077785,0.949891891787854
30,"pl","null",100,70,170,0.3,5,"score_all",97,8,0.0824742268041237,0.0423827044635703,0.154376238264283
30,"pl","null",100,70,170,0.3,5,"score_chisq",97,81,0.835051546391753,0.748735396051555,0.895840761018686
30,"pl","null",100,70,170,0.3,5,"score_mv",97,8,0.0824742268041237,0.0423827044635703,0.154376238264283
30,"pl","null",100,70,170,0.3,5,"score_peba4",97,11,0.11340206185567,0.0645135810293564,0.191744699274211
30,"pl","null",100,70,170,0.3,5,"score_sandwich",97,10,0.103092783505155,0.0569674933858105,0.179457674392519
30,"pl","null",100,70,170,0.3,5,"score_sb",97,11,0.11340206185567,0.0645135810293564,0.191744699274211
30,"pl","null",100,70,170,0.3,5,"score_ss",97,8,0.0824742268041237,0.0423827044635703,0.154376238264283
31,"normal","power",100,70,170,0.3,5,"flip_basic",100,12,0.12,0.069994064370195,0.198120994267114
31,"normal","power",100,70,170,0.3,5,"flip_effective",100,28,0.28,0.201396852111862,0.374880287099211
31,"normal","power",100,70,170,0.3,5,"flip_standardized",100,28,0.28,0.201396852111862,0.374880287099211
31,"normal","power",100,70,170,0.3,5,"nested_all_ml",100,26,0.26,0.184046984647481,0.353709894491872
31,"normal","power",100,70,170,0.3,5,"nested_mv_ml",100,26,0.26,0.184046984647481,0.353709894491872
31,"normal","power",100,70,170,0.3,5,"nested_peba4_ml",100,26,0.26,0.184046984647481,0.353709894491872
31,"normal","power",100,70,170,0.3,5,"nested_sb_ml",100,26,0.26,0.184046984647481,0.353709894491872
31,"normal","power",100,70,170,0.3,5,"nested_ss_ml",100,26,0.26,0.184046984647481,0.353709894491872
31,"normal","power",100,70,170,0.3,5,"nested_std_ml",100,31,0.31,0.227796972123761,0.406260557194894
31,"normal","power",100,70,170,0.3,5,"score_all",100,27,0.27,0.192695841495764,0.36432116767945
31,"normal","power",100,70,170,0.3,5,"score_chisq",100,27,0.27,0.192695841495764,0.36432116767945
31,"normal","power",100,70,170,0.3,5,"score_mv",100,27,0.27,0.192695841495764,0.36432116767945
31,"normal","power",100,70,170,0.3,5,"score_peba4",100,30,0.3,0.218948852949328,0.395848546333466
31,"normal","power",100,70,170,0.3,5,"score_sandwich",100,25,0.25,0.175452113622877,0.343044635480616
31,"normal","power",100,70,170,0.3,5,"score_sb",100,30,0.3,0.218948852949328,0.395848546333466
31,"normal","power",100,70,170,0.3,5,"score_ss",100,28,0.28,0.201396852111862,0.374880287099211
32,"pl","power",100,70,170,0.3,5,"flip_basic",97,1,0.0103092783505155,0.00182216480828685,0.0561049902428989
32,"pl","power",100,70,170,0.3,5,"flip_effective",97,12,0.123711340206186,0.0722040020802374,0.203887390748568
32,"pl","power",100,70,170,0.3,5,"flip_standardized",97,12,0.123711340206186,0.0722040020802374,0.203887390748568
32,"pl","power",100,70,170,0.3,5,"nested_all_ml",97,17,0.175257731958763,0.112400544457596,0.262856410997401
32,"pl","power",100,70,170,0.3,5,"nested_mv_ml",97,17,0.175257731958763,0.112400544457596,0.262856410997401
32,"pl","power",100,70,170,0.3,5,"nested_peba4_ml",97,19,0.195876288659794,0.129139403568216,0.285783776937258
32,"pl","power",100,70,170,0.3,5,"nested_sb_ml",97,20,0.206185567010309,0.137627014445043,0.297129278585668
32,"pl","power",100,70,170,0.3,5,"nested_ss_ml",97,17,0.175257731958763,0.112400544457596,0.262856410997401
32,"pl","power",100,70,170,0.3,5,"nested_std_ml",97,90,0.927835051546392,0.85846832810605,0.964605841691335
32,"pl","power",100,70,170,0.3,5,"score_all",97,3,0.0309278350515464,0.0105733449485524,0.0870200351531097
32,"pl","power",100,70,170,0.3,5,"score_chisq",97,85,0.876288659793814,0.796112609251431,0.927795997919763
32,"pl","power",100,70,170,0.3,5,"score_mv",97,3,0.0309278350515464,0.0105733449485524,0.0870200351531097
32,"pl","power",100,70,170,0.3,5,"score_peba4",97,5,0.0515463917525773,0.0222160510375106,0.115043554114628
32,"pl","power",100,70,170,0.3,5,"score_sandwich",97,2,0.0206185567010309,0.00567268510226635,0.0720875824741576
32,"pl","power",100,70,170,0.3,5,"score_sb",97,5,0.0515463917525773,0.0222160510375106,0.115043554114628
32,"pl","power",100,70,170,0.3,5,"score_ss",97,3,0.0309278350515464,0.0105733449485524,0.0870200351531097
33,"normal","null",200,140,340,0.3,5,"flip_basic",100,2,0.02,0.00550196755016236,0.0700117907285438
33,"normal","null",200,140,340,0.3,5,"flip_effective",100,5,0.05,0.021543679154368,0.111750469231919
33,"normal","null",200,140,340,0.3,5,"flip_standardized",100,4,0.04,0.0156633039915476,0.098370714358879
33,"normal","null",200,140,340,0.3,5,"nested_all_ml",100,6,0.06,0.0277861239631882,0.124768154458959
33,"normal","null",200,140,340,0.3,5,"nested_mv_ml",100,6,0.06,0.0277861239631882,0.124768154458959
33,"normal","null",200,140,340,0.3,5,"nested_peba4_ml",100,6,0.06,0.0277861239631882,0.124768154458959
33,"normal","null",200,140,340,0.3,5,"nested_sb_ml",100,6,0.06,0.0277861239631882,0.124768154458959
33,"normal","null",200,140,340,0.3,5,"nested_ss_ml",100,6,0.06,0.0277861239631882,0.124768154458959
33,"normal","null",200,140,340,0.3,5,"nested_std_ml",100,6,0.06,0.0277861239631882,0.124768154458959
33,"normal","null",200,140,340,0.3,5,"score_all",100,6,0.06,0.0277861239631882,0.124768154458959
33,"normal","null",200,140,340,0.3,5,"score_chisq",100,6,0.06,0.0277861239631882,0.124768154458959
33,"normal","null",200,140,340,0.3,5,"score_mv",100,6,0.06,0.0277861239631882,0.124768154458959
33,"normal","null",200,140,340,0.3,5,"score_peba4",100,6,0.06,0.0277861239631882,0.124768154458959
